,Tokens,Scores,,,,,,,,,,,,,,,,
15896,'groups',40,,,,,,,,,,,,,,,,
15897,'groups',-268,,,,,,,,,,,,,,,,
15898,'groups',-44,,,,,,,,,,,,,,,,
15899,'groups',-244,,,,,,,,,,,,,,,,
15900,'groups',-326.6,,,,,,,,,,,,,,,,
15901,'groups',-73.4,,,,,,,,,,,,,,,,
15902,'Groups',-460,,,,,,,,,,,,,,,,
15903,'groups',-193.4,,,,,,,,,,,,,,,,
15904,'groups',0,,,,,,,,,,,,,,,,
15905,'Groups',166.9,,,,,,,,,,,,,,,,
15906,'groups',166.9,,,,,,,,,,,,,,,,
15907,'groups',-20,,,,,,,,,,,,,,,,
15908,'groups',-291,,,,,,,,,,,,,,,,
15909,'Groups',-171.2,,,,,,,,,,,,,,,,
15910,'groups',-171.2,,,,,,,,,,,,,,,,
15911,'groups',-100,,,,,,,,,,,,,,,,
15912,'groups',-60,,,,,,,,,,,,,,,,
15913,'groups',-300,,,,,,,,,,,,,,,,
15914,'groups',-300,,,,,,,,,,,,,,,,
15915,"'groups,'",-206.8,,,,,,,,,,,,,,,,
15916,"'groups,'",-220,,,,,,,,,,,,,,,,
15917,"'groups,'",-220,,,,,,,,,,,,,,,,
15918,"'Groups,'",40,,,,,,,,,,,,,,,,
15919,"'groups,'",40,,,,,,,,,,,,,,,,
15920,"'groups,'",-326.6,,,,,,,,,,,,,,,,
15921,"'groups,'",-73.4,,,,,,,,,,,,,,,,
15922,"'groups,'",-460,,,,,,,,,,,,,,,,
15923,"'groups,'",166.9,,,,,,,,,,,,,,,,
15924,"'groups,'",-291,,,,,,,,,,,,,,,,
15925,"'groups,'",-100,,,,,,,,,,,,,,,,
15926,"'groups,'",100,,,,,,,,,,,,,,,,
15927,'Groups.',-220,,,,,,,,,,,,,,,,
15928,'groups.',-220,,,,,,,,,,,,,,,,
15929,'groups.',-420,,,,,,,,,,,,,,,,
15930,'Groups.',40,,,,,,,,,,,,,,,,
15931,'groups.',-291,,,,,,,,,,,,,,,,
15932,'groups.',-208.8,,,,,,,,,,,,,,,,
15933,'groups.',-300,,,,,,,,,,,,,,,,
15934,'groups.',-300,,,,,,,,,,,,,,,,
15935,'groups.',-153.2,,,,,,,,,,,,,,,,
15936,'groups:',-420,,,,,,,,,,,,,,,,
15937,'groups:',-244,,,,,,,,,,,,,,,,
15938,'Groups:',-171.2,,,,,,,,,,,,,,,,
15939,'groups:',100,,,,,,,,,,,,,,,,
15940,'groupHuo Chu ',-291,,,,,,,,,,,,,,,,
15941,'Grovenor.',-268,,,,,,,,,,,,,,,,
15942,'grow',-220,,,,,,,,,,,,,,,,
15943,'grow',-420,,,,,,,,,,,,,,,,
15944,'grow',-268,,,,,,,,,,,,,,,,
15945,'grow',-73.4,,,,,,,,,,,,,,,,
15946,'Grow',-460,,,,,,,,,,,,,,,,
15947,'grow',-460,,,,,,,,,,,,,,,,
15948,'grow',-140,,,,,,,,,,,,,,,,
15949,'grow',-300,,,,,,,,,,,,,,,,
15950,'grow',-60,,,,,,,,,,,,,,,,
15951,'grow',-100,,,,,,,,,,,,,,,,
15952,'grow',-60,,,,,,,,,,,,,,,,
15953,"'grow,'",-291,,,,,,,,,,,,,,,,
15954,'growers',-60,,,,,,,,,,,,,,,,
15955,"'growers,'",-60,,,,,,,,,,,,,,,,
15956,'growing',-220,,,,,,,,,,,,,,,,
15957,'growing',-340,,,,,,,,,,,,,,,,
15958,'growing',-73.4,,,,,,,,,,,,,,,,
15959,'growing',-60,,,,,,,,,,,,,,,,
15960,'growing',-20,,,,,,,,,,,,,,,,
15961,'growing',-291,,,,,,,,,,,,,,,,
15962,'growing',-100,,,,,,,,,,,,,,,,
15963,'growing',60,,,,,,,,,,,,,,,,
15964,'growing',-153.2,,,,,,,,,,,,,,,,
15965,'grown',-60,,,,,,,,,,,,,,,,
15966,'Growth',-220,,,,,,,,,,,,,,,,
15967,'growth',-420,,,,,,,,,,,,,,,,
15968,'growth',140,,,,,,,,,,,,,,,,
15969,'Growth',-313.2,,,,,,,,,,,,,,,,
15970,'growth',-313.2,,,,,,,,,,,,,,,,
15971,'Growth',-220,,,,,,,,,,,,,,,,
15972,'growth',-220,,,,,,,,,,,,,,,,
15973,'growth',-460,,,,,,,,,,,,,,,,
15974,'growth',-400,,,,,,,,,,,,,,,,
15975,'growth',-140,,,,,,,,,,,,,,,,
15976,'growth',-300,,,,,,,,,,,,,,,,
15977,'Growth',-60,,,,,,,,,,,,,,,,
15978,'growth',-60,,,,,,,,,,,,,,,,
15979,'growth',-60,,,,,,,,,,,,,,,,
15980,'growth',-153.2,,,,,,,,,,,,,,,,
15981,"'growth,'",-460,,,,,,,,,,,,,,,,
15982,"'growth,'",-400,,,,,,,,,,,,,,,,
15983,'growth.',-60,,,,,,,,,,,,,,,,
15984,'growth;',-60,,,,,,,,,,,,,,,,
15985,'GSK',-500,,,,,,,,,,,,,,,,
15986,'GSK',-208.8,,,,,,,,,,,,,,,,
15987,"'GSK,'",-208.8,,,,,,,,,,,,,,,,
15988,'GSM/3G',-140,,,,,,,,,,,,,,,,
15989,'GTAC',-420,,,,,,,,,,,,,,,,
15990,'guarantee)',60,,,,,,,,,,,,,,,,
15991,"'guarantee,'",-420,,,,,,,,,,,,,,,,
15992,"'guarantee,'",-140,,,,,,,,,,,,,,,,
15993,'Guardian',-208.8,,,,,,,,,,,,,,,,
15994,'Guidance',-193.2,,,,,,,,,,,,,,,,
15995,'guidance',-220,,,,,,,,,,,,,,,,
15996,'Guidance',-313.2,,,,,,,,,,,,,,,,
15997,'guidance',-313.2,,,,,,,,,,,,,,,,
15998,'guidance',-73.4,,,,,,,,,,,,,,,,
15999,'guidance',-208.8,,,,,,,,,,,,,,,,
16000,"'guidance,'",-193.2,,,,,,,,,,,,,,,,
16001,'guide',-206.8,,,,,,,,,,,,,,,,
16002,'guide',-420,,,,,,,,,,,,,,,,
16003,'Guide',-20,,,,,,,,,,,,,,,,
16004,'guide',-60,,,,,,,,,,,,,,,,
16005,'guided',-313.2,,,,,,,,,,,,,,,,
16006,'guidelines',40,,,,,,,,,,,,,,,,
16007,"'guidelines,'",100,,,,,,,,,,,,,,,,
16008,'guiding',-220,,,,,,,,,,,,,,,,
16009,'GVA',166.9,,,,,,,,,,,,,,,,
16010,'GVA.',166.9,,,,,,,,,,,,,,,,
16011,'GVE',-300,,,,,,,,,,,,,,,,
16012,'GVE',-300,,,,,,,,,,,,,,,,
16013,'H',-8160,,,,,,,,,,,,,,,,
16014,'H.',-291,,,,,,,,,,,,,,,,
16015,'H2S).',140,,,,,,,,,,,,,,,,
16016,'had',-193.2,,,,,,,,,,,,,,,,
16017,'had',-220,,,,,,,,,,,,,,,,
16018,'had',-420,,,,,,,,,,,,,,,,
16019,'had',140,,,,,,,,,,,,,,,,
16020,'had',140,,,,,,,,,,,,,,,,
16021,'had',40,,,,,,,,,,,,,,,,
16022,'had',-268,,,,,,,,,,,,,,,,
16023,'had',-44,,,,,,,,,,,,,,,,
16024,'had',-244,,,,,,,,,,,,,,,,
16025,'had',-400,,,,,,,,,,,,,,,,
16026,'had',-140,,,,,,,,,,,,,,,,
16027,'had',-193.4,,,,,,,,,,,,,,,,
16028,'had',0,,,,,,,,,,,,,,,,
16029,'had',166.9,,,,,,,,,,,,,,,,
16030,'had',-60,,,,,,,,,,,,,,,,
16031,'had',-20,,,,,,,,,,,,,,,,
16032,'had',-291,,,,,,,,,,,,,,,,
16033,'had',-171.2,,,,,,,,,,,,,,,,
16034,'had',-60,,,,,,,,,,,,,,,,
16035,'had',-208.8,,,,,,,,,,,,,,,,
16036,'had',100,,,,,,,,,,,,,,,,
16037,'had',60,,,,,,,,,,,,,,,,
16038,'had',-60,,,,,,,,,,,,,,,,
16039,'had',-300,,,,,,,,,,,,,,,,
16040,'had',-300,,,,,,,,,,,,,,,,
16041,'had',-153.2,,,,,,,,,,,,,,,,
16042,'Hadjiloucas',-244,,,,,,,,,,,,,,,,
16043,'Haigh',-100,,,,,,,,,,,,,,,,
16044,'half',-100,,,,,,,,,,,,,,,,
16045,'half',-60,,,,,,,,,,,,,,,,
16046,'half-day',140,,,,,,,,,,,,,,,,
16047,'Hall',-313.2,,,,,,,,,,,,,,,,
16048,'Hall',0,,,,,,,,,,,,,,,,
16049,'Hallam',166.9,,,,,,,,,,,,,,,,
16050,"'Hamamatsu,'",-193.2,,,,,,,,,,,,,,,,
16051,"'Hammersmith,'",100,,,,,,,,,,,,,,,,
16052,'HammondHuo Chu ',100,,,,,,,,,,,,,,,,
16053,'Hancock',-300,,,,,,,,,,,,,,,,
16054,'Hancock',-300,,,,,,,,,,,,,,,,
16055,'hand',-73.4,,,,,,,,,,,,,,,,
16056,'hand',-400,,,,,,,,,,,,,,,,
16057,'hand',-60,,,,,,,,,,,,,,,,
16058,'handled',-208.8,,,,,,,,,,,,,,,,
16059,'handles',-208.8,,,,,,,,,,,,,,,,
16060,'handlingHuo ',-193.2,,,,,,,,,,,,,,,,
16061,'handover',-60,,,,,,,,,,,,,,,,
16062,'hands',-60,,,,,,,,,,,,,,,,
16063,'hands-on',40,,,,,,,,,,,,,,,,
16064,'handHuo ',-400,,,,,,,,,,,,,,,,
16065,'handHuo ',-60,,,,,,,,,,,,,,,,
16066,'Hanzo',-460,,,,,,,,,,,,,,,,
16067,'happened',-60,,,,,,,,,,,,,,,,
16068,'happens',-60,,,,,,,,,,,,,,,,
16069,'happierHuo with',-73.4,,,,,,,,,,,,,,,,
16070,'haptic',-244,,,,,,,,,,,,,,,,
16071,'Harada',-220,,,,,,,,,,,,,,,,
16072,'Harbin',-20,,,,,,,,,,,,,,,,
16073,'Harbro',-400,,,,,,,,,,,,,,,,
16074,'hard',-193.2,,,,,,,,,,,,,,,,
16075,'Hard',-268,,,,,,,,,,,,,,,,
16076,'Hard',-244,,,,,,,,,,,,,,,,
16077,'hard',-73.4,,,,,,,,,,,,,,,,
16078,'hard',-140,,,,,,,,,,,,,,,,
16079,'hard',-153.2,,,,,,,,,,,,,,,,
16080,'hardware',-313.2,,,,,,,,,,,,,,,,
16081,'hardware',40,,,,,,,,,,,,,,,,
16082,'hardware',-60,,,,,,,,,,,,,,,,
16083,'harm',140,,,,,,,,,,,,,,,,
16084,'harmful',140,,,,,,,,,,,,,,,,
16085,'harmful',60,,,,,,,,,,,,,,,,
16086,'Harness',40,,,,,,,,,,,,,,,,
16087,'harnessing',-220,,,,,,,,,,,,,,,,
16088,'harsh',-500,,,,,,,,,,,,,,,,
16089,'Harvard',-268,,,,,,,,,,,,,,,,
16090,'harvesting',-220,,,,,,,,,,,,,,,,
16091,'Harvesting',-460,,,,,,,,,,,,,,,,
16092,'harvesting).',-460,,,,,,,,,,,,,,,,
16093,"'harvesting,'",100,,,,,,,,,,,,,,,,
16094,'Harwell',-244,,,,,,,,,,,,,,,,
16095,'Harwin',-244,,,,,,,,,,,,,,,,
16096,'has',-206.8,,,,,,,,,,,,,,,,
16097,'has',-193.2,,,,,,,,,,,,,,,,
16098,'has',-220,,,,,,,,,,,,,,,,
16099,'has',-220,,,,,,,,,,,,,,,,
16100,'has',-420,,,,,,,,,,,,,,,,
16101,'has',140,,,,,,,,,,,,,,,,
16102,'has',140,,,,,,,,,,,,,,,,
16103,'has',-500,,,,,,,,,,,,,,,,
16104,'has',-340,,,,,,,,,,,,,,,,
16105,'has',-313.2,,,,,,,,,,,,,,,,
16106,'has',-100,,,,,,,,,,,,,,,,
16107,'has',40,,,,,,,,,,,,,,,,
16108,'has',-268,,,,,,,,,,,,,,,,
16109,'has',-44,,,,,,,,,,,,,,,,
16110,'has',-244,,,,,,,,,,,,,,,,
16111,'has',-326.6,,,,,,,,,,,,,,,,
16112,'has',-220,,,,,,,,,,,,,,,,
16113,'has',-73.4,,,,,,,,,,,,,,,,
16114,'has',-460,,,,,,,,,,,,,,,,
16115,'has',-400,,,,,,,,,,,,,,,,
16116,'has',-140,,,,,,,,,,,,,,,,
16117,'has',-193.4,,,,,,,,,,,,,,,,
16118,'has',0,,,,,,,,,,,,,,,,
16119,'has',166.9,,,,,,,,,,,,,,,,
16120,'has',-300,,,,,,,,,,,,,,,,
16121,'has',-60,,,,,,,,,,,,,,,,
16122,'has',-20,,,,,,,,,,,,,,,,
16123,'has',-291,,,,,,,,,,,,,,,,
16124,'has',-171.2,,,,,,,,,,,,,,,,
16125,'has',-100,,,,,,,,,,,,,,,,
16126,'has',-60,,,,,,,,,,,,,,,,
16127,'has',-208.8,,,,,,,,,,,,,,,,
16128,'has',100,,,,,,,,,,,,,,,,
16129,'has',60,,,,,,,,,,,,,,,,
16130,'has',-60,,,,,,,,,,,,,,,,
16131,'has',-300,,,,,,,,,,,,,,,,
16132,'has',-300,,,,,,,,,,,,,,,,
16133,'has',-153.2,,,,,,,,,,,,,,,,
16134,"'has,'",-220,,,,,,,,,,,,,,,,
16135,"'has,'",-60,,,,,,,,,,,,,,,,
16136,"'has,'",-100,,,,,,,,,,,,,,,,
16137,'Hauzer',166.9,,,,,,,,,,,,,,,,
16138,'have',-206.8,,,,,,,,,,,,,,,,
16139,'have',-193.2,,,,,,,,,,,,,,,,
16140,'have',-220,,,,,,,,,,,,,,,,
16141,'have',-220,,,,,,,,,,,,,,,,
16142,'have',-420,,,,,,,,,,,,,,,,
16143,'have',140,,,,,,,,,,,,,,,,
16144,'have',140,,,,,,,,,,,,,,,,
16145,'have',-500,,,,,,,,,,,,,,,,
16146,'have',-340,,,,,,,,,,,,,,,,
16147,'have',-313.2,,,,,,,,,,,,,,,,
16148,'have',-100,,,,,,,,,,,,,,,,
16149,'have',40,,,,,,,,,,,,,,,,
16150,'have',-268,,,,,,,,,,,,,,,,
16151,'have',-44,,,,,,,,,,,,,,,,
16152,'have',-244,,,,,,,,,,,,,,,,
16153,'have',-326.6,,,,,,,,,,,,,,,,
16154,'have',-220,,,,,,,,,,,,,,,,
16155,'have',-73.4,,,,,,,,,,,,,,,,
16156,'have',-460,,,,,,,,,,,,,,,,
16157,'have',-400,,,,,,,,,,,,,,,,
16158,'have',-140,,,,,,,,,,,,,,,,
16159,'have',-193.4,,,,,,,,,,,,,,,,
16160,'have',0,,,,,,,,,,,,,,,,
16161,'have',166.9,,,,,,,,,,,,,,,,
16162,'have',-300,,,,,,,,,,,,,,,,
16163,'have',-60,,,,,,,,,,,,,,,,
16164,'have',-20,,,,,,,,,,,,,,,,
16165,'have',-291,,,,,,,,,,,,,,,,
16166,'have',-171.2,,,,,,,,,,,,,,,,
16167,'have',-100,,,,,,,,,,,,,,,,
16168,'have',-60,,,,,,,,,,,,,,,,
16169,'have',-208.8,,,,,,,,,,,,,,,,
16170,'have',100,,,,,,,,,,,,,,,,
16171,'have',60,,,,,,,,,,,,,,,,
16172,'have',-60,,,,,,,,,,,,,,,,
16173,'have',-300,,,,,,,,,,,,,,,,
16174,'have',-300,,,,,,,,,,,,,,,,
16175,'have',-153.2,,,,,,,,,,,,,,,,
16176,'Having',-206.8,,,,,,,,,,,,,,,,
16177,'having',-100,,,,,,,,,,,,,,,,
16178,'having',-268,,,,,,,,,,,,,,,,
16179,'having',-44,,,,,,,,,,,,,,,,
16180,'having',-400,,,,,,,,,,,,,,,,
16181,'having',0,,,,,,,,,,,,,,,,
16182,'having',-20,,,,,,,,,,,,,,,,
16183,'having',-291,,,,,,,,,,,,,,,,
16184,'having',-171.2,,,,,,,,,,,,,,,,
16185,'having',-100,,,,,,,,,,,,,,,,
16186,'having',-60,,,,,,,,,,,,,,,,
16187,'Having',-300,,,,,,,,,,,,,,,,
16188,'Having',-300,,,,,,,,,,,,,,,,
16189,'having',-153.2,,,,,,,,,,,,,,,,
16190,'Haydale',-300,,,,,,,,,,,,,,,,
16191,'Haydale',-300,,,,,,,,,,,,,,,,
16192,'Hayes''',140,,,,,,,,,,,,,,,,
16193,'HayesHuo ',140,,,,,,,,,,,,,,,,
16194,'Hazard',140,,,,,,,,,,,,,,,,
16195,'hazard',140,,,,,,,,,,,,,,,,
16196,'Hazards',140,,,,,,,,,,,,,,,,
16197,'hazards',140,,,,,,,,,,,,,,,,
16198,'HCI',-220,,,,,,,,,,,,,,,,
16199,'he',-193.2,,,,,,,,,,,,,,,,
16200,'he',-420,,,,,,,,,,,,,,,,
16201,'he',140,,,,,,,,,,,,,,,,
16202,'He',140,,,,,,,,,,,,,,,,
16203,'he',0,,,,,,,,,,,,,,,,
16204,'he',-171.2,,,,,,,,,,,,,,,,
16205,'he',-208.8,,,,,,,,,,,,,,,,
16206,'HE',60,,,,,,,,,,,,,,,,
16207,'He',-153.2,,,,,,,,,,,,,,,,
16208,'head',-44,,,,,,,,,,,,,,,,
16209,'head',-73.4,,,,,,,,,,,,,,,,
16210,'head',0,,,,,,,,,,,,,,,,
16211,'Head',100,,,,,,,,,,,,,,,,
16212,'head',60,,,,,,,,,,,,,,,,
16213,'headed',-291,,,,,,,,,,,,,,,,
16214,'headline',-291,,,,,,,,,,,,,,,,
16215,'Headquarters',-193.2,,,,,,,,,,,,,,,,
16216,'Heads',-193.2,,,,,,,,,,,,,,,,
16217,'heads',-44,,,,,,,,,,,,,,,,
16218,'Heads',-460,,,,,,,,,,,,,,,,
16219,'heads;',-73.4,,,,,,,,,,,,,,,,
16220,'Health',-206.8,,,,,,,,,,,,,,,,
16221,'Health',-220,,,,,,,,,,,,,,,,
16222,'Health',140,,,,,,,,,,,,,,,,
16223,'health',140,,,,,,,,,,,,,,,,
16224,'Health',140,,,,,,,,,,,,,,,,
16225,'health',-340,,,,,,,,,,,,,,,,
16226,'Health',-313.2,,,,,,,,,,,,,,,,
16227,'health',-100,,,,,,,,,,,,,,,,
16228,'Health',40,,,,,,,,,,,,,,,,
16229,'Health',-44,,,,,,,,,,,,,,,,
16230,'Health',-244,,,,,,,,,,,,,,,,
16231,'health',-244,,,,,,,,,,,,,,,,
16232,'Health',-220,,,,,,,,,,,,,,,,
16233,'Health',-73.4,,,,,,,,,,,,,,,,
16234,'health',-73.4,,,,,,,,,,,,,,,,
16235,'health',-460,,,,,,,,,,,,,,,,
16236,'health',-400,,,,,,,,,,,,,,,,
16237,'Health',0,,,,,,,,,,,,,,,,
16238,'health',0,,,,,,,,,,,,,,,,
16239,'health',-300,,,,,,,,,,,,,,,,
16240,'Health',-60,,,,,,,,,,,,,,,,
16241,'Health',100,,,,,,,,,,,,,,,,
16242,'health',100,,,,,,,,,,,,,,,,
16243,'health',-60,,,,,,,,,,,,,,,,
16244,'health',-300,,,,,,,,,,,,,,,,
16245,'health',-300,,,,,,,,,,,,,,,,
16246,"'Health,'",140,,,,,,,,,,,,,,,,
16247,"'health,'",40,,,,,,,,,,,,,,,,
16248,"'Health,'",-400,,,,,,,,,,,,,,,,
16249,"'health,'",-400,,,,,,,,,,,,,,,,
16250,'health.',-220,,,,,,,,,,,,,,,,
16251,'Health.',-291,,,,,,,,,,,,,,,,
16252,'Health:',140,,,,,,,,,,,,,,,,
16253,'healthcare',-206.8,,,,,,,,,,,,,,,,
16254,'healthcare',-220,,,,,,,,,,,,,,,,
16255,'healthcare',-500,,,,,,,,,,,,,,,,
16256,'healthcare',-313.2,,,,,,,,,,,,,,,,
16257,'Healthcare',-100,,,,,,,,,,,,,,,,
16258,'healthcare',-44,,,,,,,,,,,,,,,,
16259,'healthcare',-326.6,,,,,,,,,,,,,,,,
16260,'healthcare',-73.4,,,,,,,,,,,,,,,,
16261,'Healthcare',-460,,,,,,,,,,,,,,,,
16262,'healthcare',-460,,,,,,,,,,,,,,,,
16263,'healthcare',-400,,,,,,,,,,,,,,,,
16264,'Healthcare',0,,,,,,,,,,,,,,,,
16265,'Healthcare',166.9,,,,,,,,,,,,,,,,
16266,'healthcare',-300,,,,,,,,,,,,,,,,
16267,'Healthcare',100,,,,,,,,,,,,,,,,
16268,'healthcare',100,,,,,,,,,,,,,,,,
16269,"'healthcare,'",-500,,,,,,,,,,,,,,,,
16270,"'healthcare,'",-44,,,,,,,,,,,,,,,,
16271,"'healthcare,'",-220,,,,,,,,,,,,,,,,
16272,"'healthcare,'",-460,,,,,,,,,,,,,,,,
16273,"'Healthcare,'",0,,,,,,,,,,,,,,,,
16274,"'healthcare,'",0,,,,,,,,,,,,,,,,
16275,"'healthcare,'",-208.8,,,,,,,,,,,,,,,,
16276,'healthcare.',-220,,,,,,,,,,,,,,,,
16277,'Healthcare.',140,,,,,,,,,,,,,,,,
16278,'healthcare.',-460,,,,,,,,,,,,,,,,
16279,'healthcare.',-300,,,,,,,,,,,,,,,,
16280,'healthcare.Huo ',100,,,,,,,,,,,,,,,,
16281,'healthcare.Huo During',-208.8,,,,,,,,,,,,,,,,
16282,'Healthcare:',-300,,,,,,,,,,,,,,,,
16283,'Healthcare-related',166.9,,,,,,,,,,,,,,,,
16284,'healthier',140,,,,,,,,,,,,,,,,
16285,'health-related',100,,,,,,,,,,,,,,,,
16286,'healthy',-60,,,,,,,,,,,,,,,,
16287,'hear',-220,,,,,,,,,,,,,,,,
16288,'Hearing',-244,,,,,,,,,,,,,,,,
16289,'hearing',-326.6,,,,,,,,,,,,,,,,
16290,'Hearing',-400,,,,,,,,,,,,,,,,
16291,'heart',140,,,,,,,,,,,,,,,,
16292,'heart',0,,,,,,,,,,,,,,,,
16293,'Heartscape',0,,,,,,,,,,,,,,,,
16294,"'Heartsine,'",0,,,,,,,,,,,,,,,,
16295,'heat',166.9,,,,,,,,,,,,,,,,
16296,"'heat,'",-326.6,,,,,,,,,,,,,,,,
16297,"'heaters,'",-220,,,,,,,,,,,,,,,,
16298,'heavily',-193.2,,,,,,,,,,,,,,,,
16299,'heavily',-420,,,,,,,,,,,,,,,,
16300,'heavily',-100,,,,,,,,,,,,,,,,
16301,'HEFCE',-140,,,,,,,,,,,,,,,,
16302,'HEFCE/',-300,,,,,,,,,,,,,,,,
16303,'HEFCE/',-300,,,,,,,,,,,,,,,,
16304,'HEFCE/HEFCW',-300,,,,,,,,,,,,,,,,
16305,'HEFCE/HEFCW',-300,,,,,,,,,,,,,,,,
16306,'HEFCEHuo Chu ',-460,,,,,,,,,,,,,,,,
16307,'HEFCW',-300,,,,,,,,,,,,,,,,
16308,'HEFCW',-300,,,,,,,,,,,,,,,,
16309,'HEIF',-340,,,,,,,,,,,,,,,,
16310,'HEIF',-268,,,,,,,,,,,,,,,,
16311,'HEIF',166.9,,,,,,,,,,,,,,,,
16312,'HEIF-',166.9,,,,,,,,,,,,,,,,
16313,"'HEIF,'",-340,,,,,,,,,,,,,,,,
16314,"'HEIF,'",-171.2,,,,,,,,,,,,,,,,
16315,'HEIF5',-300,,,,,,,,,,,,,,,,
16316,'HEIF5',-291,,,,,,,,,,,,,,,,
16317,"'HEIF5,'",140,,,,,,,,,,,,,,,,
16318,'HEIs',-300,,,,,,,,,,,,,,,,
16319,'HEIs',-300,,,,,,,,,,,,,,,,
16320,'held',-206.8,,,,,,,,,,,,,,,,
16321,'held',-220,,,,,,,,,,,,,,,,
16322,'held',40,,,,,,,,,,,,,,,,
16323,'held',-44,,,,,,,,,,,,,,,,
16324,'held',-220,,,,,,,,,,,,,,,,
16325,'held',-73.4,,,,,,,,,,,,,,,,
16326,'held',-193.4,,,,,,,,,,,,,,,,
16327,'held',-300,,,,,,,,,,,,,,,,
16328,'held',-171.2,,,,,,,,,,,,,,,,
16329,'held',-60,,,,,,,,,,,,,,,,
16330,'held',100,,,,,,,,,,,,,,,,
16331,'held',-300,,,,,,,,,,,,,,,,
16332,'held',-300,,,,,,,,,,,,,,,,
16333,'help',-206.8,,,,,,,,,,,,,,,,
16334,'help',-193.2,,,,,,,,,,,,,,,,
16335,'help',-220,,,,,,,,,,,,,,,,
16336,'help',-220,,,,,,,,,,,,,,,,
16337,'help',140,,,,,,,,,,,,,,,,
16338,'help',140,,,,,,,,,,,,,,,,
16339,'help',-500,,,,,,,,,,,,,,,,
16340,'help',-340,,,,,,,,,,,,,,,,
16341,'help',40,,,,,,,,,,,,,,,,
16342,'help',-268,,,,,,,,,,,,,,,,
16343,'help',-44,,,,,,,,,,,,,,,,
16344,'help',-140,,,,,,,,,,,,,,,,
16345,'help',-300,,,,,,,,,,,,,,,,
16346,'help',-60,,,,,,,,,,,,,,,,
16347,'help',-20,,,,,,,,,,,,,,,,
16348,'help',-291,,,,,,,,,,,,,,,,
16349,'help',-171.2,,,,,,,,,,,,,,,,
16350,'help',-60,,,,,,,,,,,,,,,,
16351,'help',100,,,,,,,,,,,,,,,,
16352,'help',-153.2,,,,,,,,,,,,,,,,
16353,'helped',-206.8,,,,,,,,,,,,,,,,
16354,'helped',-193.2,,,,,,,,,,,,,,,,
16355,'helped',-220,,,,,,,,,,,,,,,,
16356,'helped',-340,,,,,,,,,,,,,,,,
16357,'helped',-244,,,,,,,,,,,,,,,,
16358,'helped',-140,,,,,,,,,,,,,,,,
16359,'helped',0,,,,,,,,,,,,,,,,
16360,'helped',-300,,,,,,,,,,,,,,,,
16361,'helped',-60,,,,,,,,,,,,,,,,
16362,'helped',-20,,,,,,,,,,,,,,,,
16363,'helped',-291,,,,,,,,,,,,,,,,
16364,'helped',-208.8,,,,,,,,,,,,,,,,
16365,'helped',-60,,,,,,,,,,,,,,,,
16366,'helped',-153.2,,,,,,,,,,,,,,,,
16367,'helpful',-420,,,,,,,,,,,,,,,,
16368,'helping',-193.2,,,,,,,,,,,,,,,,
16369,'helping',-220,,,,,,,,,,,,,,,,
16370,'helping',-313.2,,,,,,,,,,,,,,,,
16371,'helping',-100,,,,,,,,,,,,,,,,
16372,'helping',40,,,,,,,,,,,,,,,,
16373,'helping',-268,,,,,,,,,,,,,,,,
16374,'helping',-60,,,,,,,,,,,,,,,,
16375,'helping',-208.8,,,,,,,,,,,,,,,,
16376,'helping',-153.2,,,,,,,,,,,,,,,,
16377,'helps',140,,,,,,,,,,,,,,,,
16378,'helps',40,,,,,,,,,,,,,,,,
16379,'helps',-268,,,,,,,,,,,,,,,,
16380,'helps',-44,,,,,,,,,,,,,,,,
16381,'helps',-60,,,,,,,,,,,,,,,,
16382,'helps',-291,,,,,,,,,,,,,,,,
16383,'helps',-208.8,,,,,,,,,,,,,,,,
16384,'helps',-60,,,,,,,,,,,,,,,,
16385,'hence',-140,,,,,,,,,,,,,,,,
16386,'hence',-60,,,,,,,,,,,,,,,,
16387,'Hench',-208.8,,,,,,,,,,,,,,,,
16388,'Henkel',-500,,,,,,,,,,,,,,,,
16389,'her',-100,,,,,,,,,,,,,,,,
16390,'her',40,,,,,,,,,,,,,,,,
16391,'Her',-44,,,,,,,,,,,,,,,,
16392,'her',-44,,,,,,,,,,,,,,,,
16393,'her',-208.8,,,,,,,,,,,,,,,,
16394,'Here',-220,,,,,,,,,,,,,,,,
16395,'Here',-420,,,,,,,,,,,,,,,,
16396,'here',-420,,,,,,,,,,,,,,,,
16397,'here',-313.2,,,,,,,,,,,,,,,,
16398,'Here',-300,,,,,,,,,,,,,,,,
16399,'here',-20,,,,,,,,,,,,,,,,
16400,'Here',-60,,,,,,,,,,,,,,,,
16401,'here.',0,,,,,,,,,,,,,,,,
16402,'Heritage',-244,,,,,,,,,,,,,,,,
16403,'heritage',-244,,,,,,,,,,,,,,,,
16404,'heritage',-326.6,,,,,,,,,,,,,,,,
16405,"'heritage,'",-500,,,,,,,,,,,,,,,,
16406,'HE-STEM',-300,,,,,,,,,,,,,,,,
16407,'HE-STEM',-300,,,,,,,,,,,,,,,,
16408,'Heutz',-208.8,,,,,,,,,,,,,,,,
16409,'hexagonal',60,,,,,,,,,,,,,,,,
16410,'Hichrom',-20,,,,,,,,,,,,,,,,
16411,"'Hichrom,'",-20,,,,,,,,,,,,,,,,
16412,'hidden',-326.6,,,,,,,,,,,,,,,,
16413,'Hiden',-313.2,,,,,,,,,,,,,,,,
